"Source","Target"
"895332864744665088","999722996427345921"
"895332864744665088","999053418"
"895332864744665088","998957612451422208"
"895332864744665088","998570476531339265"
"895332864744665088","996304202963046400"
"895332864744665088","995603575471575041"
"895332864744665088","995069931795484678"
"895332864744665088","995046515910602758"
"895332864744665088","994841602614013952"
"895332864744665088","992418661297262592"
"895332864744665088","991854454734557184"
"895332864744665088","990578313331707904"
"895332864744665088","986574440002711552"
"895332864744665088","98619524"
"895332864744665088","986144540909342722"
"895332864744665088","985626108493287424"
"895332864744665088","985142393644167168"
"895332864744665088","984074727068241921"
"895332864744665088","983661164109365248"
"895332864744665088","981926035695521792"
"895332864744665088","978909980031176706"
"895332864744665088","977981810"
"895332864744665088","977253498210406407"
"895332864744665088","977120484822343680"
"895332864744665088","976282399"
"895332864744665088","974227893327982593"
"895332864744665088","973865100615528448"
"895332864744665088","973190914389762049"
"895332864744665088","972576789280247808"
"895332864744665088","971730640331857920"
"895332864744665088","969845521"
"895332864744665088","969728082"
"895332864744665088","969521249931100161"
"895332864744665088","968546189095391234"
"895332864744665088","968514243124498432"
"895332864744665088","968284681"
"895332864744665088","968236544"
"895332864744665088","968159559503302656"
"895332864744665088","967799333310443520"
"895332864744665088","967457108223496195"
"895332864744665088","967142601391517696"
"895332864744665088","967137502216769539"
"895332864744665088","966980613495578624"
"895332864744665088","965975626267136003"
"895332864744665088","964191894078197765"
"895332864744665088","963153285170438144"
"895332864744665088","961950585133195264"
"895332864744665088","961553459333001216"
"895332864744665088","961351597208100864"
"895332864744665088","961343139222052866"
"895332864744665088","961198822692147201"
"895332864744665088","959819135562735617"
"895332864744665088","959129213793112064"
"895332864744665088","958273832250478593"
"895332864744665088","958088966"
"895332864744665088","957347102748807171"
"895332864744665088","956947055741669377"
"895332864744665088","956726400337240064"
"895332864744665088","955919458916282368"
"895332864744665088","955631171731361793"
"895332864744665088","955486707553533952"
"895332864744665088","954449933888868352"
"895332864744665088","953351071530921984"
"895332864744665088","952926584"
"895332864744665088","951480480"
"895332864744665088","950093121999826947"
"895332864744665088","949319783723520000"
"895332864744665088","948440299784802304"
"895332864744665088","948100760885219328"
"895332864744665088","946800443086266368"
"895332864744665088","946469673389961218"
"895332864744665088","944232843831541761"
"895332864744665088","943251984"
"895332864744665088","943046680756342784"
"895332864744665088","941736681975308289"
"895332864744665088","94052579"
"895332864744665088","938401508084903936"
"895332864744665088","938368354389315584"
"895332864744665088","937721589767995392"
"895332864744665088","937036266457231360"
"895332864744665088","936876885048377346"
"895332864744665088","936560401"
"895332864744665088","935363856"
"895332864744665088","935081570448429056"
"895332864744665088","934899792525910018"
"895332864744665088","934020037748363264"
"895332864744665088","931581302"
"895332864744665088","929034116225527808"
"895332864744665088","925344286794797056"
"895332864744665088","923100765073367040"
"895332864744665088","921328427172552704"
"895332864744665088","920678937138786304"
"895332864744665088","920588743"
"895332864744665088","920582396793278465"
"895332864744665088","919978939178803200"
"895332864744665088","918830584197255168"
"895332864744665088","918764107989479424"
"895332864744665088","918047371556212736"
"895332864744665088","917367626673901573"
"895332864744665088","917015680372936704"
"895332864744665088","916204943400427520"
"895332864744665088","911944543565680645"
"895332864744665088","911873864493404161"
"895332864744665088","911841000821264384"
"895332864744665088","911452088911187968"
"895332864744665088","910764645807423489"
"895332864744665088","910086528608751616"
"895332864744665088","908387703519145985"
"895332864744665088","906822261080027136"
"895332864744665088","906781335183863809"
"895332864744665088","906414343058808832"
"895332864744665088","903655550491217922"
"895332864744665088","903634396971970561"
"895332864744665088","903162893855752192"
"895332864744665088","902799134708641792"
"895332864744665088","901932658309169155"
"895332864744665088","901577425506721794"
"895332864744665088","901092510717669376"
"895332864744665088","899623626927898624"
"895332864744665088","899032137000792065"
"895332864744665088","89899105"
"895332864744665088","897537616303804416"
"895332864744665088","895356486012022786"
"895332864744665088","894615858768732162"
"895332864744665088","89453345"
"895332864744665088","894186296045965313"
"895332864744665088","893805293418799104"
"895332864744665088","892138849597616133"
"895332864744665088","889434763249016834"
"895332864744665088","888464693068693507"
"895332864744665088","888057137351536640"
"895332864744665088","886945052924272640"
"895332864744665088","884832152361328642"
"895332864744665088","882849565610840065"
"895332864744665088","881270575976599552"
"895332864744665088","880867139200188416"
"895332864744665088","880767254031470594"
"895332864744665088","880513636103577600"
"895332864744665088","880468308"
"895332864744665088","880074825796026369"
"895332864744665088","879984971808681984"
"895332864744665088","878517087915966464"
"895332864744665088","878043721278926849"
"895332864744665088","876410610"
"895332864744665088","876018373435510784"
"895332864744665088","875629225058779140"
"895332864744665088","875280010877296640"
"895332864744665088","872171296074944512"
"895332864744665088","871533055529431040"
"895332864744665088","870926232887676928"
"895332864744665088","870737892779360256"
"895332864744665088","870406917507690498"
"895332864744665088","86950274"
